Relative_Humidity,Precipitation_mm_hr,streamflow_cfs,Soil_mm,Evapotranspiration_mm_hr
120,0,1,86,0
123,0,1,86,0
125,0,1,86,0
125,0,1,86,0
127,0,1,85,0
127,0,1,85,0
126,0,1,86,0
126,0,1,86,0
126,0,1,85,0
126,0,1,86,2
122,0,1,85,5
106,0,1,86,16
81,0,1,86,38
76,0,1,85,48
68,0,1,85,62
56,0,1,85,64
57,0,1,85,66
61,0,1,85,55
64,0,1,85,33
73,0,1,85,12
79,0,1,85,4
89,0,1,85,2
96,0,1,85,1
107,0,1,84,0
111,0,1,84,0
115,0,1,85,0
121,0,1,84,0
122,0,1,84,0
124,0,1,85,0
126,0,1,84,0
125,0,1,85,0
127,0,1,84,0
127,0,1,85,1
127,0,1,84,1
117,0,1,85,10
101,0,1,85,22
73,0,1,84,55
58,0,0,84,76
45,0,0,84,96
40,0,0,84,112
54,0,0,85,22
77,0,0,84,17
64,0,0,84,19
69,0,0,83,14
79,0,0,83,9
89,0,0,83,5
98,0,0,83,1
110,0,0,83,0
108,0,0,83,0
110,0,0,83,0
111,0,0,83,0
122,0,0,83,0
123,0,0,83,0
121,0,0,83,0
120,0,0,83,0
115,0,0,83,0
118,0,0,83,0
118,0,0,83,1
125,0,0,83,3
119,0,0,83,9
95,0,0,83,51
70,0,0,83,73
52,0,0,83,99
48,0,0,83,105
49,0,0,83,120
46,0,0,83,74
38,0,0,83,90
53,0,0,83,14
60,0,0,83,6
68,0,0,83,5
72,0,0,83,1
74,0,0,82,1
75,0,0,82,1
81,0,0,83,1
93,0,0,83,0
98,0,0,83,0
101,0,0,82,0
108,0,0,82,0
110,0,0,82,0
112,0,0,82,0
121,0,0,82,0
125,0,0,82,2
121,0,0,82,11
108,0,0,82,41
98,0,0,82,18
77,0,0,82,45
78,0,0,82,34
91,0,0,82,17
89,4,0,82,19
121,0,0,82,26
73,0,0,82,52
95,0,0,82,4
106,0,0,82,2
105,0,0,82,2
90,0,0,81,1
93,0,0,81,0
86,0,0,82,0
92,0,0,81,0
96,0,0,81,0
78,0,0,81,1
86,0,0,81,0
83,0,0,81,0
96,0,0,82,0
85,0,0,81,0
92,0,0,81,1
92,0,0,81,2
73,0,0,81,9
62,0,0,81,34
51,0,0,81,51
40,0,0,81,67
43,0,0,81,44
52,0,0,81,10
43,0,0,81,52
36,0,0,81,54
43,0,0,80,41
51,0,0,80,7
60,0,0,80,4
69,0,0,80,2
77,0,0,81,1
82,0,0,80,1
84,0,0,80,0
92,0,0,80,0
95,0,0,80,0
105,0,0,80,0
102,0,0,80,0
105,0,0,80,0
101,0,0,81,0
105,0,0,80,0
110,0,0,80,0
93,0,0,80,2
77,0,0,81,7
68,0,0,80,27
51,0,0,80,39
41,0,0,80,51
39,0,0,80,62
40,0,0,80,68
38,0,0,80,68
33,0,0,80,62
32,0,0,80,47
38,0,0,80,11
50,0,0,80,6
65,0,0,79,3
75,0,0,79,1
74,0,0,80,0
78,0,0,79,0
75,0,0,80,0
80,0,0,79,0
86,0,0,79,0
83,0,0,80,0
87,1,0,80,0
123,0,0,80,0
125,0,0,79,0
125,0,0,79,0
122,0,0,80,3
108,0,0,80,7
105,0,0,79,17
68,0,0,79,56
81,0,0,79,17
67,0,0,79,66
73,0,0,79,23
82,0,0,79,25
41,0,0,79,70
51,0,0,79,46
50,0,0,79,8
66,0,0,79,5
75,0,0,79,2
89,0,0,79,1
98,0,0,79,0
96,0,0,79,0
91,0,0,79,0
92,0,0,79,0
99,0,0,79,0
103,0,0,79,0
104,0,0,79,0
103,0,0,78,0
106,0,0,78,0
116,0,0,78,0
120,0,0,78,0
121,0,0,79,0
126,0,0,78,0
126,0,0,78,2
127,0,0,78,1
127,0,0,79,2
127,0,0,78,4
127,0,0,78,4
127,0,0,78,2
127,0,0,78,2
127,2,0,78,1
127,11,0,79,0
127,3,0,80,0
127,20,1,82,0
127,10,2,87,0
127,33,5,91,0
127,45,26,99,0
127,2,30,108,0
127,0,21,108,0
127,0,16,104,0
127,0,13,103,0
127,0,11,102,0
127,0,10,100,0
127,3,9,100,0
127,4,9,99,0
127,0,8,99,5
127,0,8,99,4
91,0,7,98,45
72,0,7,98,58
76,0,6,97,35
63,0,6,97,77
72,0,5,96,51
55,0,5,96,57
68,0,4,96,23
78,0,4,95,5
88,0,4,95,2
105,0,3,95,1
98,0,3,95,1
89,0,3,94,0
107,0,3,94,0
106,0,3,94,0
107,0,3,94,0
113,0,3,94,0
110,0,3,93,0
113,0,2,93,0
114,0,2,93,0
118,0,2,93,0
110,0,2,93,2
111,0,2,93,3
109,0,2,93,4
108,0,2,93,5
92,0,2,93,12
98,0,2,92,8
86,0,2,93,19
77,0,2,92,26
67,0,2,92,45
73,0,2,93,30
63,0,1,92,43
89,0,1,92,3
71,0,1,92,2
98,0,1,92,0
104,0,1,91,0
104,0,1,91,0
109,0,1,92,0
110,0,1,91,0
110,0,1,91,0
106,0,1,91,0
105,0,1,91,0
108,0,1,91,0
112,0,1,91,0
106,0,1,92,0
108,0,1,91,1
110,0,1,91,3
103,0,1,91,4
112,0,1,90,6
99,0,1,90,10
83,0,1,91,13
70,0,1,91,22
56,0,1,90,26
42,0,1,91,35
39,0,1,90,27
51,0,1,90,13
48,0,1,90,9
76,0,1,90,4
56,0,1,91,1
76,0,1,90,1
84,0,1,90,0
75,0,1,90,0
82,0,1,90,0
88,0,1,90,0
91,0,1,90,0
89,0,1,90,0
92,0,1,90,0
85,0,1,89,0
89,0,1,90,0
90,0,1,89,0
95,0,1,89,2
87,0,1,89,5
69,0,1,89,29
58,0,1,89,28
39,0,0,89,45
30,0,0,89,63
53,0,0,89,28
40,0,0,89,38
32,0,0,88,44
44,0,0,88,25
43,0,0,88,7
54,0,0,89,4
58,0,0,88,3
50,0,0,88,2
70,0,0,89,0
67,0,0,88,0
68,0,0,88,0
71,0,0,88,0
79,0,0,88,0
78,0,0,89,0
82,0,0,88,0
75,0,0,88,0
75,0,0,88,0
76,0,0,88,1
86,0,0,88,2
77,0,0,88,5
40,0,0,88,37
38,0,0,87,55
32,0,0,88,68
20,0,0,87,72
27,0,0,87,81
20,0,0,87,76
22,0,0,87,65
21,0,0,87,53
43,0,0,87,6
35,0,0,87,6
58,0,0,86,2
58,0,0,87,1
64,0,0,87,1
65,0,0,86,1
69,0,0,86,0
77,0,0,87,0
88,0,0,87,0
100,0,0,87,0
100,0,0,87,0
99,0,0,86,0
103,0,0,86,0
100,0,0,86,0
101,0,0,86,2
94,0,0,86,4
81,0,0,86,35
60,0,0,86,54
42,0,0,86,73
22,0,0,86,88
23,0,0,86,104
35,0,0,86,86
25,0,0,85,82
19,0,0,86,50
46,0,0,85,6
43,0,0,85,6
55,0,0,85,3
64,0,0,85,2
64,0,0,85,1
58,0,0,85,1
47,0,0,85,1
56,0,0,85,1
55,0,0,85,1
55,0,0,85,1
65,0,0,85,0
60,0,0,85,1
63,0,0,85,1
64,0,0,85,2
73,0,0,85,5
74,0,0,85,6
65,0,0,84,41
36,0,0,85,63
24,0,0,84,79
31,0,0,84,93
23,0,0,84,103
27,0,0,84,100
27,0,0,84,82
28,0,0,84,72
37,0,0,84,12
37,0,0,83,12
59,0,0,83,4
63,0,0,83,3
77,0,0,83,0
87,0,0,83,0
92,0,0,83,0
98,0,0,83,0
100,0,0,83,0
104,0,0,83,0
109,0,0,83,0
113,0,0,83,0
119,0,0,83,0
120,0,0,83,0
116,0,0,83,2
104,0,0,83,6
82,0,0,83,32
74,0,0,83,47
65,0,0,83,57
69,0,0,83,50
63,0,0,83,67
66,0,0,83,72
61,0,0,82,62
62,0,0,82,57
70,0,0,82,10
78,0,0,82,9
89,0,0,82,5
98,0,0,82,1
104,0,0,82,0
106,0,0,82,0
110,0,0,82,0
115,0,0,82,0
118,0,0,82,0
120,0,0,82,0
119,0,0,82,0
116,0,0,82,0
115,0,0,82,0
112,0,0,82,1
117,0,0,82,5
110,0,0,82,12
95,0,0,82,41
68,0,0,82,60
82,2,0,82,29
122,0,0,82,23
101,0,0,81,39
119,0,0,81,15
88,0,0,81,49
102,0,0,81,23
105,0,0,81,12
106,0,0,81,4
105,0,0,81,4
111,0,0,81,1
102,0,0,81,0
112,0,0,81,0
115,0,0,81,0
119,0,0,81,0
118,0,0,81,0
121,0,0,81,0
122,0,0,80,0
123,0,0,81,0
123,0,0,80,0
125,0,0,81,1
119,0,0,81,7
116,0,0,81,9
100,0,0,81,28
97,0,0,81,40
92,0,0,81,34
105,0,0,80,22
98,0,0,80,38
106,0,0,80,23
103,0,0,80,26
109,0,0,80,10
113,0,0,80,6
116,0,0,80,1
123,0,0,80,0
127,0,0,80,0
127,2,0,80,0
127,0,0,80,0
127,3,0,80,0
127,10,0,81,0
127,8,0,81,0
127,0,0,86,0
127,0,0,86,0
127,0,0,86,0
127,0,0,86,0
127,0,0,86,1
127,0,0,86,4
127,0,0,86,6
120,0,0,85,38
97,0,0,86,38
95,0,0,85,61
120,0,0,84,14
77,0,0,84,48
59,0,0,84,71
91,0,0,84,14
109,0,0,84,16
84,0,0,84,13
114,0,0,83,3
100,0,0,83,2
109,0,0,83,0
94,0,0,83,0
113,0,0,83,0
120,0,0,83,0
123,0,0,83,0
125,0,0,83,0
122,0,0,83,0
122,0,0,83,0
126,0,0,83,0
124,0,0,83,0
125,0,0,83,0
112,0,0,83,2
113,0,0,83,6
97,0,0,83,32
97,1,0,83,9
110,0,0,82,35
106,5,0,83,12
124,2,0,85,7
97,0,0,86,36
77,0,0,86,54
83,0,0,86,38
91,0,0,86,7
102,0,0,86,4
104,0,0,85,1
100,0,0,85,0
105,0,0,85,0
105,0,0,85,0
106,0,0,85,0
100,0,0,85,0
106,0,0,85,0
111,0,0,85,0
107,0,0,84,0
108,0,0,84,0
109,0,0,84,0
110,0,0,84,1
109,0,0,84,1
117,3,0,84,1
126,5,0,84,2
127,4,0,84,2
127,5,0,85,4
125,0,0,86,7
111,0,0,86,18
96,0,0,87,17
97,0,0,87,15
102,0,0,87,24
115,0,0,87,2
113,0,0,87,4
126,0,0,87,1
127,0,0,87,0
127,0,0,87,0
127,0,0,87,0
124,0,0,86,0
122,0,0,86,0
114,0,0,86,0
116,0,0,86,0
114,0,0,86,0
119,0,0,87,0
120,0,0,86,0
123,0,0,86,0
121,0,0,86,1
109,0,0,86,9
97,0,0,86,29
86,0,0,86,45
85,3,0,86,40
86,0,0,86,36
94,0,0,86,11
92,0,0,86,12
93,1,0,85,14
118,2,0,85,17
119,0,0,86,8
116,0,0,86,8
121,0,0,86,2
120,0,0,86,0
123,0,0,86,0
123,0,0,86,0
122,0,0,86,0
119,0,0,86,0
120,0,0,86,0
120,0,0,86,0
122,0,0,86,0
123,0,0,86,0
126,0,0,86,0
123,0,0,86,0
118,0,0,86,3
117,0,0,86,6
99,0,0,86,35
87,0,0,86,39
74,0,0,86,53
70,0,0,85,32
92,0,0,85,20
107,0,0,85,7
109,0,0,85,9
104,0,0,85,12
104,0,0,85,9
95,0,0,85,7
118,0,0,85,0
116,0,0,85,0
115,0,0,85,0
114,0,0,85,0
114,0,0,85,0
116,0,0,85,0
118,0,0,85,0
120,0,0,85,0
122,0,0,85,0
124,0,0,85,0
123,0,0,85,0
126,0,0,84,0
121,0,0,84,3
109,0,0,84,9
104,0,0,84,6
106,0,0,84,19
100,0,0,85,21
120,1,0,84,4
124,0,0,84,11
116,0,0,84,23
102,0,0,84,37
97,0,0,84,19
108,0,0,84,6
109,0,0,84,5
114,0,0,84,3
116,0,0,84,0
119,0,0,84,0
116,0,0,84,0
118,0,0,84,0
115,0,0,84,0
121,0,0,84,0
123,0,0,83,0
124,0,0,84,0
125,0,0,83,0
125,0,0,84,0
125,0,0,83,0
124,0,0,84,1
114,0,0,84,7
76,0,0,83,34
81,0,0,83,46
65,0,0,83,61
53,0,0,83,68
65,0,0,83,78
48,0,0,83,78
52,0,0,82,66
82,0,0,82,32
86,0,0,82,11
82,0,0,82,4
91,0,0,82,6
100,0,0,82,2
104,0,0,82,0
107,0,0,83,0
103,0,0,82,0
107,0,0,82,0
105,0,0,82,0
114,0,0,83,0
114,0,0,82,0
116,0,0,82,0
113,0,0,82,0
115,0,0,82,1
120,0,0,82,1
116,0,0,82,8
115,0,0,82,11
112,0,0,83,15
107,0,0,82,21
94,0,0,82,49
80,0,0,82,56
74,0,0,82,48
67,0,0,81,50
93,0,0,82,15
96,3,0,81,14
124,0,0,82,4
127,0,0,82,3
127,0,0,82,1
124,0,0,83,0
116,0,0,82,0
116,0,0,82,0
123,0,0,82,0
124,0,0,82,0
124,0,0,82,0
122,0,0,82,0
112,0,0,82,0
116,0,0,82,0
115,0,0,82,0
103,0,0,82,2
100,0,0,82,7
77,0,0,82,28
61,0,0,82,38
63,0,0,81,48
64,0,0,82,56
53,0,0,82,59
48,0,0,81,56
46,0,0,81,51
53,0,0,81,41
66,0,0,81,7
68,0,0,81,2
84,0,0,81,1
87,0,0,81,0
90,0,0,81,0
92,0,0,81,0
81,0,0,81,0
85,0,0,81,0
91,0,0,81,0
95,0,0,81,0
98,0,0,81,0
101,0,0,81,0
106,0,0,81,0
96,0,0,81,0
105,0,0,81,1
101,0,0,80,6
75,0,0,81,28
51,0,0,80,39
46,0,0,80,51
39,0,0,81,54
36,0,0,81,59
41,0,0,80,58
39,0,0,80,56
46,0,0,80,42
61,0,0,80,9
80,0,0,80,8
79,0,0,80,3
79,0,0,79,1
83,0,0,80,0
78,0,0,80,0
89,0,0,80,0
91,0,0,80,0
98,0,0,80,0
100,0,0,80,0
102,0,0,80,0
106,0,0,80,0
105,0,0,80,0
106,0,0,80,0
111,0,0,79,3
110,0,0,79,6
93,0,0,79,30
78,0,0,79,34
89,0,0,79,24
88,0,0,79,18
82,0,0,79,37
106,0,0,79,4
76,0,0,79,63
89,0,0,79,24
102,0,0,78,13
106,0,0,78,10
109,0,0,78,6
109,0,0,79,2
114,0,0,78,0
115,0,0,79,0
118,0,0,79,0
119,0,0,78,0
121,0,0,78,0
124,0,0,79,0
124,0,0,78,0
121,0,0,78,0
120,0,0,79,0
119,0,0,78,1
120,0,0,79,5
115,0,0,78,13
104,0,0,78,21
85,0,0,78,69
76,0,0,78,87
80,0,0,78,49
63,0,0,78,99
63,0,0,78,90
70,0,0,77,87
92,0,0,77,17
86,0,0,77,11
96,0,0,77,9
99,0,0,77,4
101,0,0,76,3
106,0,0,77,0
108,0,0,77,0
112,0,0,77,0
115,0,0,77,0
116,0,0,77,0
117,0,0,77,0
118,0,0,77,0
119,0,0,76,0
118,0,0,77,0
120,0,0,77,0
118,0,0,77,4
113,0,0,77,14
102,0,0,77,53
81,0,0,76,76
83,0,0,76,56
100,0,0,76,53
96,0,0,76,50
69,0,0,76,87
70,0,0,76,98
83,0,0,75,23
110,1,0,76,2
124,0,0,75,6
123,0,0,75,5
125,0,0,75,0
127,0,0,75,0
126,0,0,75,0
127,0,0,75,0
118,0,0,75,0
110,0,0,75,0
110,0,0,75,0
112,0,0,75,0
117,0,0,75,0
111,0,0,75,0
111,0,0,75,2
113,0,0,75,5
113,0,0,75,18
110,0,0,75,31
92,0,0,75,57
83,0,0,74,62
74,0,0,74,77
63,0,0,74,89
60,0,0,74,116
59,0,0,74,96
96,0,0,74,7
116,0,0,73,15
116,4,0,74,2
127,0,0,74,1
127,0,0,74,1
127,0,0,75,0
127,0,0,74,0
127,0,0,75,0
127,0,0,74,0
127,0,0,74,0
127,0,0,74,0
126,0,0,74,0
127,0,0,74,0
127,0,0,74,0
127,0,0,74,2
125,0,0,74,6
118,0,0,74,12
117,0,0,74,13
118,0,0,74,10
118,0,0,74,5
120,0,0,74,5
118,0,0,74,7
123,0,0,74,4
125,2,0,74,5
126,3,0,74,2
123,0,0,74,6
127,1,0,74,1
127,0,0,74,0
127,0,0,74,0
127,0,0,74,0
127,0,0,74,0
127,0,0,75,0
127,0,0,74,0
127,0,0,74,0
127,19,0,75,0
127,5,0,82,0
127,23,1,83,0
127,7,1,96,0
127,1,1,96,0
127,11,2,98,0
127,1,2,99,2
127,1,2,99,2
127,0,1,98,2
127,0,1,97,2
127,0,1,97,3
127,1,1,96,3
127,3,1,96,5
126,0,1,95,10
127,0,1,95,5
127,0,1,95,4
127,0,1,94,2
127,0,1,94,0
127,0,1,94,0
127,0,1,94,0
127,0,0,93,0
127,0,0,93,0
127,0,0,92,0
127,0,0,92,0
127,7,0,92,0
127,0,1,92,0
127,0,1,92,0
127,0,1,92,0
127,0,1,92,0
127,7,1,92,0
127,26,2,94,0
127,20,7,106,0
127,0,11,110,1
127,0,10,108,6
127,0,8,106,9
127,0,7,105,9
127,0,6,103,5
127,0,5,102,3
127,3,4,101,3
127,0,4,101,2
127,16,5,101,0
127,0,8,109,2
127,2,9,108,0
127,0,9,107,0
127,0,8,106,0
127,0,7,105,0
127,0,6,103,0
127,3,6,103,0
127,0,6,102,0
127,0,5,102,0
127,0,5,102,0
127,0,4,101,0
127,0,4,100,0
122,0,4,100,4
112,0,4,100,7
99,0,3,99,35
105,0,3,99,17
100,0,3,98,21
103,0,3,98,20
118,0,2,98,12
96,0,2,97,30
104,0,2,97,16
113,0,2,96,14
122,4,2,96,4
127,2,2,96,5
122,0,2,96,3
122,0,2,96,0
120,0,2,96,0
124,0,2,95,0
119,0,2,96,0
125,0,2,96,0
127,0,2,96,0
127,0,2,95,0
126,0,2,95,0
126,0,2,95,0
126,0,1,95,0
126,0,1,95,0
126,0,1,95,2
122,0,1,94,7
109,0,1,94,35
84,0,1,94,53
75,0,1,94,73
65,0,1,93,80
49,0,1,93,85
50,0,1,93,91
48,0,1,93,68
62,0,1,93,55
84,0,0,92,7
96,0,0,92,11
102,0,0,92,5
106,0,0,92,1
101,0,0,92,0
92,0,0,92,0
101,0,0,92,0
105,0,0,92,0
107,0,0,92,0
114,0,0,91,0
126,0,0,91,0
127,0,0,91,0
127,0,0,91,0
127,0,0,91,0
125,0,0,91,2
115,0,0,91,10
95,0,0,91,38
93,0,0,90,20
107,0,0,90,23
83,0,0,90,36
70,0,0,90,65
82,0,0,90,45
70,0,0,90,36
67,0,0,90,40
74,0,0,90,9
95,0,0,89,7
97,0,0,89,4
93,0,0,89,3
95,0,0,89,0
92,0,0,89,0
94,0,0,89,0
103,1,0,89,0
125,2,0,89,0
127,0,0,89,0
127,0,0,89,0
119,0,0,89,0
112,0,0,89,0
121,0,0,89,0
122,0,0,89,2
116,0,0,89,6
99,0,0,89,36
87,0,0,88,44
98,0,0,88,11
94,0,0,88,11
80,0,0,88,53
70,0,0,88,66
74,0,0,88,49
81,0,0,88,43
79,0,0,88,5
82,0,0,88,3
83,0,0,88,2
75,0,0,87,1
83,0,0,87,0
81,0,0,88,0
92,0,0,87,0
78,0,0,88,1
98,0,0,88,0
81,0,0,87,0
77,0,0,87,0
83,0,0,87,0
95,0,0,88,0
88,0,0,87,0
85,0,0,87,1
75,0,0,87,6
60,0,0,88,26
68,0,0,87,37
56,0,0,87,46
55,0,0,87,56
43,0,0,87,62
39,0,0,87,62
42,0,0,86,54
38,0,0,87,45
69,0,0,87,3
79,0,0,86,2
84,0,0,86,1
84,0,0,86,1
88,0,0,86,0
86,0,0,86,0
83,0,0,86,0
88,0,0,86,0
83,0,0,86,0
87,0,0,86,0
88,0,0,86,0
90,0,0,86,0
104,0,0,86,0
101,0,0,86,0
110,0,0,86,3
106,0,0,86,4
117,0,0,86,2
116,0,0,86,4
122,0,0,86,1
124,1,0,86,1
123,0,0,86,3
126,1,0,86,1
127,6,0,86,1
127,11,0,86,1
127,22,0,88,0
127,11,2,91,0
127,7,3,95,0
127,2,4,97,0
127,0,4,97,0
127,0,4,97,0
127,7,4,97,0
127,3,5,97,0
127,1,5,97,0
127,0,6,97,0
127,0,6,97,0
127,0,5,96,0
127,0,5,96,0
127,0,5,96,1
127,0,4,96,5
127,0,4,96,10
123,0,4,95,21
123,0,4,95,16
105,0,3,94,44
97,0,3,94,43
98,0,3,94,72
87,0,2,93,55
59,7,2,93,63
124,0,2,94,22
124,0,2,94,13
117,0,2,94,7
122,0,2,94,1
121,0,2,94,0
115,0,1,94,0
120,0,1,94,0
119,0,1,93,0
124,0,1,93,0
124,0,1,93,0
121,0,1,93,0
125,0,1,93,0
123,0,1,93,0
123,0,1,93,0
123,0,1,93,0
118,0,1,93,3
115,0,1,93,6
95,0,1,93,35
102,0,1,92,31
83,0,1,92,47
71,0,1,92,79
61,0,1,92,61
52,0,1,92,69
55,0,1,91,65
61,0,0,91,51
75,0,0,91,4
74,0,0,91,3
91,0,0,90,1
91,0,0,91,1
90,0,0,91,0
97,0,0,90,0
106,0,0,90,0
106,0,0,90,0
104,0,0,90,0
102,0,0,90,0
101,0,0,90,0
105,0,0,90,0
104,0,0,90,0
105,0,0,90,0
104,0,0,90,2
103,0,0,90,5
102,0,0,90,34
70,0,0,89,55
56,0,0,89,75
36,0,0,90,87
55,0,0,89,85
82,0,0,89,53
86,0,0,89,26
97,0,0,88,24
90,0,0,88,7
88,0,0,88,4
91,0,0,88,2
91,0,0,88,2
90,0,0,88,0
91,0,0,88,0
93,0,0,88,0
99,0,0,88,0
103,0,0,88,0
107,0,0,88,0
99,0,0,88,0
100,0,0,87,0
103,0,0,87,0
104,0,0,87,0
111,0,0,87,2
107,0,0,87,5
98,0,0,87,34
72,0,0,87,59
63,0,0,87,78
49,0,0,87,83
60,0,0,87,69
68,0,0,87,52
75,0,0,86,29
64,0,0,87,51
79,0,0,86,10
79,0,0,86,5
78,0,0,86,4
76,0,0,86,1
93,0,0,86,0
96,0,0,86,0
99,0,0,85,0
97,0,0,86,0
98,0,0,86,0
100,0,0,86,0
102,0,0,86,0
100,0,0,86,0
100,0,0,86,0
107,0,0,86,1
111,0,0,86,2
110,0,0,86,8
96,0,0,85,26
83,0,0,85,51
77,0,0,86,67
74,0,0,85,63
80,0,0,85,78
65,0,0,84,81
63,0,0,84,91
79,0,0,84,50
90,0,0,84,12
94,0,0,84,4
92,0,0,84,6
101,0,0,84,2
99,0,0,83,0
94,0,0,84,0
94,0,0,84,0
99,0,0,84,0
102,0,0,84,0
107,0,0,83,0
104,0,0,84,0
105,0,0,84,0
116,0,0,84,0
111,0,0,84,1
113,0,0,84,5
116,0,0,84,6
108,0,0,83,18
103,0,0,84,21
101,0,0,84,30
78,0,0,84,91
81,0,0,83,60
71,0,0,83,76
88,0,0,83,26
105,0,0,82,12
108,0,0,83,18
111,0,0,82,7
105,0,0,82,4
113,0,0,82,0
112,0,0,82,0
114,0,0,82,0
115,0,0,82,0
118,0,0,82,0
118,0,0,82,0
119,0,0,82,0
122,0,0,82,0
124,0,0,82,0
127,0,0,82,0
127,0,0,82,0
127,0,0,82,2
127,0,0,82,1
127,10,0,82,1
127,2,0,84,15
126,0,0,84,16
119,0,0,83,19
122,0,0,83,13
108,0,0,84,32
109,14,0,83,29
124,3,0,83,36
126,0,0,83,8
127,0,0,83,2
127,0,0,82,1
126,0,0,83,1
127,0,0,83,0
127,48,3,84,0
127,0,4,90,0
127,0,4,90,0
127,0,3,90,0
127,0,3,89,0
127,0,3,89,0
127,0,2,89,0
127,0,2,89,0
127,0,2,89,0
127,0,2,89,2
127,0,2,88,5
113,0,1,88,36
106,0,1,88,44
90,0,1,87,68
94,0,1,87,73
73,0,1,86,63
92,0,1,86,57
62,0,1,86,74
86,0,0,86,63
91,0,0,85,7
110,0,0,85,3
109,0,0,85,2
109,0,0,85,1
112,0,0,85,0
112,0,0,84,0
120,0,0,85,0
118,0,0,84,0
116,0,0,84,0
120,0,0,84,0
121,0,0,84,0
123,0,0,84,0
123,0,0,84,0
122,0,0,84,0
124,0,0,84,2
121,0,0,84,6
111,0,0,84,40
89,0,0,84,67
97,0,0,84,32
99,0,0,83,52
65,0,0,83,101
67,0,0,83,95
61,0,0,83,81
65,0,0,82,64
92,0,0,82,7
90,0,0,82,5
94,0,0,82,3
98,0,0,82,2
95,0,0,82,0
102,0,0,82,0
98,0,0,82,0
99,0,0,82,0
100,0,0,82,0
102,0,0,82,0
107,0,0,82,0
109,0,0,82,0
112,0,0,82,0
109,0,0,82,2
115,0,0,82,4
115,0,0,82,8
96,0,0,82,38
90,0,0,82,52
85,0,0,82,52
105,0,0,81,21
94,0,0,81,47
94,0,0,81,73
103,0,0,81,23
79,0,0,81,61
100,0,0,81,16
105,0,0,80,11
107,0,0,80,6
110,0,0,80,2
110,0,0,81,0
110,0,0,80,0
111,0,0,81,0
111,0,0,80,0
106,0,0,80,0
103,0,0,80,0
107,0,0,80,0
109,0,0,80,0
115,0,0,80,0
116,0,0,80,0
115,0,0,80,5
109,0,0,80,15
113,0,0,80,10
104,0,0,80,27
87,0,0,80,64
99,0,0,80,33
114,0,0,79,8
120,1,0,79,8
113,0,0,80,36
111,0,0,79,22
119,0,0,79,10
122,0,0,79,3
122,0,0,79,1
117,0,0,79,0
112,0,0,79,0
113,0,0,79,0
107,0,0,79,0
110,0,0,79,0
115,0,0,79,0
116,0,0,79,0
119,0,0,79,0
124,0,0,79,0
127,108,8,79,0
127,16,35,117,0
127,0,26,110,1
127,0,20,106,2
127,0,17,104,5
127,0,14,103,4
120,0,12,102,31
111,0,11,100,67
108,0,9,100,56
79,0,8,99,76
101,0,7,98,48
95,0,6,97,27
94,0,5,97,13
102,0,4,96,4
118,0,4,96,2
119,0,4,96,1
119,0,3,96,0
118,0,3,95,0
122,0,3,96,0
122,0,3,95,0
122,0,3,95,0
123,0,3,95,0
124,0,3,94,0
125,0,2,94,0
126,0,2,94,0
127,0,2,94,0
127,0,2,94,3
125,0,2,94,6
120,0,2,93,11
99,0,2,93,27
105,0,2,93,44
91,0,2,93,48
68,0,1,92,92
86,0,1,92,43
87,0,1,92,76
73,0,1,92,56
109,0,1,91,10
108,0,1,91,12
110,0,1,91,4
110,0,1,90,1
113,0,1,90,0
115,0,1,91,0
115,0,1,90,0
113,0,1,90,0
113,0,1,90,0
116,2,1,90,0
127,0,1,90,0
127,0,1,90,0
127,0,1,90,0
127,0,1,90,0
127,0,1,90,2
125,0,1,90,8
115,0,1,90,23
114,0,1,90,40
101,0,1,90,22
87,0,1,89,63
78,0,0,89,44
99,0,0,89,54
102,3,0,89,13
124,3,0,88,13
127,0,0,89,6
127,0,0,88,3
127,0,0,88,1
127,0,0,88,0
127,0,0,88,0
125,0,0,88,0
126,0,0,88,0
126,0,0,88,0
127,0,0,88,0
123,0,0,88,0
127,0,0,88,0
126,0,0,88,0
127,0,0,88,0
124,0,0,88,0
125,0,0,88,2
122,0,0,88,7
110,0,0,88,36
92,0,0,88,57
61,0,0,87,79
75,0,0,87,66
82,0,0,87,80
64,0,0,87,85
76,0,0,86,62
75,0,0,86,59
99,0,0,86,9
102,0,0,86,6
106,0,0,86,3
110,0,0,86,1
100,0,0,86,0
101,0,0,86,0
105,0,0,86,0
109,0,0,85,0
110,0,0,85,0
108,0,0,86,0
112,0,0,86,0
112,0,0,86,0
115,0,0,86,0
115,0,0,86,1
112,0,0,85,2
116,0,0,86,6
107,0,0,86,30
103,0,0,85,23
81,0,0,85,73
89,0,0,85,75
85,0,0,85,57
71,0,0,84,87
77,0,0,84,66
69,0,0,84,68
100,0,0,83,6
105,0,0,83,4
106,0,0,83,1
107,0,0,83,0
110,0,0,83,0
111,0,0,83,0
113,0,0,83,0
117,0,0,83,0
117,0,0,83,0
126,0,0,83,0
127,0,0,84,0
127,0,0,83,0
127,0,0,83,0
127,0,0,83,0
122,0,0,83,3
120,0,0,84,8
109,0,0,84,22
102,0,0,83,33
90,0,0,83,67
82,0,0,83,68
78,0,0,83,82
83,0,0,83,51
91,0,0,82,61
81,0,0,82,65
99,0,0,82,9
105,0,0,82,7
111,3,0,82,0
127,24,0,86,0
127,0,0,88,0
126,0,0,88,0
127,3,0,87,0
